id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active
51.0,Reebok Profesyonel Spor 3.0,Reebok,Spor Ayakkabı,"Reebok Profesyonel Spor 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2170.0,2170.0,95.0,unisex,4 mevsim,Gri,"[""36"", ""37"", ""39"", ""40"", ""41"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""su ge\u00e7irmez""]",3.2,119.0,True
52.0,Reebok Profesyonel Spor V2,Reebok,Spor Şort,"Reebok Profesyonel Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",260.0,260.0,99.0,erkek,yazlık,Beyaz,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""h\u0131zl\u0131 kuruyan""]",3.9,343.0,True
53.0,Skechers Speed Spor Plus,Skechers,Spor Ayakkabı,"Skechers Speed Spor Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, kaymaz taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3040.0,4180.0,139.0,kadın,kışlık,Kırmızı,"[""36"", ""37"", ""39"", ""40"", ""42"", ""45""]","[""terletmeyen"", ""kaymaz taban"", ""su ge\u00e7irmez"", ""hafif""]",4.8,330.0,True
54.0,New Balance Comfort Spor Lite,New Balance,Spor Ayakkabı,"New Balance Comfort Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2820.0,4040.0,141.0,erkek,kışlık,Lacivert,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""terletmeyen"", ""nefes alan""]",3.4,110.0,True
55.0,Adidas Comfort Spor Boost,Adidas,Spor Tişört,"Adidas Comfort Spor Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",420.0,470.0,189.0,erkek,4 mevsim,Sarı,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""nem emici""]",3.8,58.0,True
56.0,Salomon Profesyonel Spor Lite,Salomon,Spor Tişört,"Salomon Profesyonel Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",730.0,730.0,113.0,kadın,4 mevsim,Yeşil,"[""L"", ""S"", ""XL"", ""XS"", ""XXL""]","[""elastik"", ""antimikrobiyal"", ""nem emici"", ""reflektif bant""]",3.1,41.0,True
57.0,Reebok Speed Spor Max,Reebok,Spor Şort,"Reebok Speed Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, geniş kesim, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",600.0,770.0,58.0,unisex,yazlık,Mor,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""hafif"", ""geni\u015f kesim"", ""dar kesim"", ""esnek bel""]",3.8,423.0,True
58.0,Asics Pro Spor V2,Asics,Spor Şort,"Asics Pro Spor V2, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",670.0,670.0,150.0,unisex,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""esnek bel"", ""dar kesim"", ""geni\u015f kesim"", ""hafif"", ""fermuarl\u0131 cep""]",4.9,287.0,True
59.0,Asics Speed Spor 3.0,Asics,Spor Ayakkabı,"Asics Speed Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, ortopedik, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1020.0,1470.0,94.0,unisex,yazlık,Turuncu,"[""36"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""45""]","[""hafif"", ""ortopedik"", ""nefes alan"", ""amortis\u00f6rl\u00fc""]",3.2,142.0,True
60.0,Asics Pro Spor 3.0,Asics,Spor Şort,"Asics Pro Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",620.0,620.0,23.0,erkek,yazlık,Lacivert,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""dar kesim""]",4.5,110.0,True
61.0,Under Armour Air Spor Max,Under Armour,Spor Şort,"Under Armour Air Spor Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",570.0,780.0,124.0,unisex,yazlık,Siyah,"[""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""fermuarl\u0131 cep""]",4.2,212.0,True
62.0,Asics Comfort Spor Lite,Asics,Spor Ayakkabı,"Asics Comfort Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, terletmeyen, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3320.0,3320.0,195.0,erkek,yazlık,Gri,"[""36"", ""37"", ""42"", ""43""]","[""ortopedik"", ""terletmeyen"", ""hafif"", ""y\u00fcksek taban"", ""nefes alan""]",3.5,167.0,True
63.0,Reebok Speed Spor Lite,Reebok,Spor Tişört,"Reebok Speed Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, hafif, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,520.0,19.0,kadın,yazlık,Siyah,"[""L"", ""S"", ""XL"", ""XS"", ""XXL""]","[""reflektif bant"", ""hafif"", ""UV korumal\u0131""]",4.7,294.0,True
64.0,Nike Pro Koşu V2,Nike,Koşu Ayakkabısı,"Nike Pro Koşu V2, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3150.0,3150.0,101.0,erkek,yazlık,Yeşil,"[""36"", ""38"", ""39"", ""40"", ""41"", ""42""]","[""y\u00fcksek ko\u015fu verimi"", ""geni\u015f burun"", ""hafif"", ""yast\u0131kl\u0131 taban"", ""karbon plaka""]",4.7,381.0,True
65.0,Under Armour Pro Spor Lite,Under Armour,Spor Tişört,"Under Armour Pro Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",660.0,660.0,167.0,erkek,4 mevsim,Lacivert,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""nem emici"", ""hafif""]",3.2,487.0,True
66.0,Skechers Profesyonel Spor Plus,Skechers,Spor Tişört,"Skechers Profesyonel Spor Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, UV korumalı, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",530.0,760.0,19.0,kadın,yazlık,Turuncu,"[""L"", ""S"", ""XL"", ""XXL""]","[""antimikrobiyal"", ""UV korumal\u0131"", ""hafif"", ""nem emici"", ""h\u0131zl\u0131 kuruyan""]",4.3,500.0,True
67.0,Skechers Air Spor Max,Skechers,Spor Ayakkabı,"Skechers Air Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, ortopedik, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1740.0,1740.0,87.0,erkek,4 mevsim,Siyah,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""kaymaz taban"", ""ortopedik"", ""y\u00fcksek taban""]",5.0,43.0,True
68.0,Asics Elite Spor Plus,Asics,Spor Şort,"Asics Elite Spor Plus, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",170.0,170.0,72.0,erkek,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""dar kesim"", ""geni\u015f kesim"", ""esnek bel"", ""h\u0131zl\u0131 kuruyan""]",3.5,436.0,True
69.0,Reebok Ultra Spor Max,Reebok,Spor Şort,"Reebok Ultra Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",670.0,670.0,189.0,unisex,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""geni\u015f kesim""]",5.0,467.0,True
70.0,New Balance Pro Spor Boost,New Balance,Spor Tişört,"New Balance Pro Spor Boost, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",800.0,800.0,134.0,erkek,4 mevsim,Mor,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""hafif"", ""antimikrobiyal"", ""reflektif bant"", ""nem emici""]",3.1,172.0,True
71.0,Skechers Profesyonel Spor Plus,Skechers,Spor Tişört,"Skechers Profesyonel Spor Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",350.0,520.0,200.0,unisex,4 mevsim,Turuncu,"[""L"", ""M"", ""S"", ""XL""]","[""antimikrobiyal"", ""hafif"", ""h\u0131zl\u0131 kuruyan"", ""elastik""]",3.9,427.0,True
72.0,Reebok Speed Spor Max,Reebok,Spor Şort,"Reebok Speed Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",750.0,750.0,132.0,kadın,yazlık,Mor,"[""L"", ""M"", ""S"", ""XL""]","[""fermuarl\u0131 cep"", ""dar kesim"", ""geni\u015f kesim"", ""hafif"", ""esnek bel""]",4.7,145.0,True
73.0,Reebok Profesyonel Spor V2,Reebok,Spor Tişört,"Reebok Profesyonel Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",990.0,990.0,7.0,erkek,4 mevsim,Yeşil,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""UV korumal\u0131"", ""nem emici"", ""elastik"", ""antimikrobiyal"", ""h\u0131zl\u0131 kuruyan""]",3.6,50.0,True
74.0,Puma Air Koşu Lite,Puma,Koşu Ayakkabısı,"Puma Air Koşu Lite, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2970.0,2970.0,135.0,erkek,4 mevsim,Lacivert,"[""36"", ""37"", ""39"", ""40"", ""43"", ""45""]","[""nefes alan"", ""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban"", ""geni\u015f burun"", ""y\u00fcksek ko\u015fu verimi""]",3.8,397.0,True
75.0,Adidas Profesyonel Koşu Boost,Adidas,Koşu Ayakkabısı,"Adidas Profesyonel Koşu Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yüksek koşu verimi, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",510.0,510.0,146.0,kadın,yazlık,Yeşil,"[""36"", ""37"", ""38"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""y\u00fcksek ko\u015fu verimi"", ""yast\u0131kl\u0131 taban"", ""karbon plaka"", ""hafif""]",3.8,340.0,True
76.0,Reebok Pro Spor 3.0,Reebok,Spor Ayakkabı,"Reebok Pro Spor 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2640.0,2640.0,197.0,kadın,yazlık,Kırmızı,"[""36"", ""37"", ""38"", ""40"", ""41"", ""45""]","[""kaymaz taban"", ""nefes alan""]",4.2,387.0,True
77.0,Skechers Comfort Koşu V2,Skechers,Koşu Ayakkabısı,"Skechers Comfort Koşu V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, geniş burun, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",700.0,780.0,79.0,kadın,yazlık,Kırmızı,"[""36"", ""37"", ""38"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""yast\u0131kl\u0131 taban"", ""geni\u015f burun"", ""nefes alan""]",4.0,417.0,True
78.0,Under Armour Pro Spor X,Under Armour,Spor Ayakkabı,"Under Armour Pro Spor X, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yüksek taban, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1890.0,1890.0,132.0,kadın,kışlık,Lacivert,"[""36"", ""37"", ""38"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""nefes alan"", ""y\u00fcksek taban"", ""kaymaz taban"", ""amortis\u00f6rl\u00fc""]",3.5,42.0,True
79.0,Under Armour Comfort Spor 3.0,Under Armour,Spor Ayakkabı,"Under Armour Comfort Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, ortopedik, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1420.0,2060.0,90.0,unisex,yazlık,Turuncu,"[""36"", ""37"", ""38"", ""40"", ""42"", ""44""]","[""amortis\u00f6rl\u00fc"", ""ortopedik"", ""kaymaz taban"", ""y\u00fcksek taban""]",4.2,222.0,True
80.0,Puma Air Spor Max,Puma,Spor Ayakkabı,"Puma Air Spor Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",400.0,510.0,94.0,kadın,kışlık,Sarı,"[""38"", ""39"", ""41"", ""45""]","[""terletmeyen"", ""hafif"", ""amortis\u00f6rl\u00fc"", ""nefes alan"", ""su ge\u00e7irmez""]",3.7,390.0,True
81.0,Asics Ultra Spor X,Asics,Spor Şort,"Asics Ultra Spor X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,1040.0,180.0,unisex,yazlık,Yeşil,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""dar kesim"", ""fermuarl\u0131 cep""]",3.9,313.0,True
82.0,Skechers Ultra Spor Lite,Skechers,Spor Ayakkabı,"Skechers Ultra Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2030.0,2030.0,40.0,erkek,4 mevsim,Mor,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""hafif"", ""nefes alan"", ""kaymaz taban"", ""su ge\u00e7irmez"", ""ortopedik""]",4.4,474.0,True
83.0,Columbia Speed Spor 3.0,Columbia,Spor Şort,"Columbia Speed Spor 3.0, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, fermuarlı cep, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",470.0,470.0,147.0,unisex,yazlık,Turuncu,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""fermuarl\u0131 cep"", ""esnek bel"", ""hafif"", ""dar kesim""]",3.1,497.0,True
84.0,Columbia Comfort Spor Max,Columbia,Spor Tişört,"Columbia Comfort Spor Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",280.0,340.0,181.0,erkek,yazlık,Mor,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""h\u0131zl\u0131 kuruyan"", ""elastik""]",3.5,485.0,True
85.0,Salomon Speed Spor X,Salomon,Spor Şort,"Salomon Speed Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, dar kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",600.0,600.0,144.0,unisex,yazlık,Sarı,"[""L"", ""M"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""dar kesim"", ""fermuarl\u0131 cep""]",3.1,442.0,True
86.0,Salomon Elite Spor Max,Salomon,Spor Tişört,"Salomon Elite Spor Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",560.0,560.0,175.0,unisex,4 mevsim,Gri,"[""L"", ""S"", ""XS"", ""XXL""]","[""elastik"", ""antimikrobiyal""]",3.8,232.0,True
87.0,Skechers Elite Koşu V2,Skechers,Koşu Ayakkabısı,"Skechers Elite Koşu V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, karbon plaka, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3920.0,3920.0,27.0,kadın,4 mevsim,Lacivert,"[""37"", ""39"", ""40"", ""43""]","[""amortis\u00f6rl\u00fc"", ""karbon plaka"", ""hafif"", ""y\u00fcksek ko\u015fu verimi""]",3.6,238.0,True
88.0,Nike Pro Spor Plus,Nike,Spor Ayakkabı,"Nike Pro Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, nefes alan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3490.0,3490.0,78.0,erkek,yazlık,Turuncu,"[""36"", ""37"", ""38"", ""39"", ""40"", ""43"", ""44""]","[""y\u00fcksek taban"", ""nefes alan"", ""hafif"", ""su ge\u00e7irmez"", ""ortopedik""]",4.0,46.0,True
89.0,Asics Elite Spor Max,Asics,Spor Ayakkabı,"Asics Elite Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2740.0,2740.0,102.0,kadın,yazlık,Mavi,"[""36"", ""39"", ""40"", ""41"", ""44""]","[""ortopedik"", ""amortis\u00f6rl\u00fc"", ""terletmeyen"", ""kaymaz taban"", ""y\u00fcksek taban""]",3.1,287.0,True
